epoch,step,train/loss,train/reward,val/reward
0,49,-29248.845703125,-71.79280090332031,
0,99,-33970.796875,-79.47125244140625,
0,149,-29510.279296875,-82.99366760253906,
0,199,-25294.390625,-84.08848571777344,
0,249,-18558.802734375,-75.39784240722656,
0,299,-8145.21435546875,-61.763458251953125,
0,349,3337.317138671875,-36.071022033691406,
0,390,,,-18.225488662719727
1,399,149.3786163330078,-27.45269012451172,
1,449,2.270418882369995,-22.824951171875,
1,499,142.88363647460938,-19.6357421875,
1,549,-26.719709396362305,-18.307199478149414,
1,599,-14.969775199890137,-17.066856384277344,
1,649,-52.90822982788086,-16.739933013916016,
1,699,74.3291244506836,-16.33501434326172,
1,749,-59.72666931152344,-15.979111671447754,
1,781,,,-13.376717567443848
2,799,27.91527557373047,-15.554943084716797,
2,849,-2.950181245803833,-15.290955543518066,
2,899,-18.794593811035156,-15.023322105407715,
2,949,1.5225250720977783,-14.950475692749023,
2,999,-40.16942596435547,-15.000757217407227,
2,1049,-11.686491966247559,-14.730985641479492,
2,1099,22.995628356933594,-14.121231079101562,
2,1149,-13.263555526733398,-14.547707557678223,
2,1172,,,-12.876681327819824
3,1199,-4.517730712890625,-14.282662391662598,
3,1249,-35.21095275878906,-14.685791015625,
3,1299,9.08313274383545,-14.20449161529541,
3,1349,-10.162261962890625,-14.051036834716797,
3,1399,1.855676531791687,-14.07834243774414,
3,1449,5.206307888031006,-13.902009963989258,
3,1499,-18.1521053314209,-14.379680633544922,
3,1549,16.969377517700195,-13.905083656311035,
3,1563,,,-12.704977035522461
4,1599,4.0014238357543945,-14.102375030517578,
4,1649,-20.31195068359375,-13.92713737487793,
4,1699,13.971233367919922,-13.904960632324219,
4,1749,-5.852066993713379,-13.946456909179688,
4,1799,-5.3269453048706055,-13.842615127563477,
4,1849,-17.78632354736328,-13.865986824035645,
4,1899,-34.43861770629883,-13.864109992980957,
4,1949,-39.85734939575195,-13.705512046813965,
4,1954,,,-12.353151321411133
5,1999,7.696885108947754,-13.72020149230957,
5,2049,-12.8358793258667,-13.584339141845703,
5,2099,-38.00492477416992,-13.815393447875977,
5,2149,-73.95996856689453,-14.186095237731934,
5,2199,-18.355445861816406,-13.559967994689941,
5,2249,7.837907791137695,-13.61726188659668,
5,2299,-1.2588238716125488,-13.544488906860352,
5,2345,,,-12.386565208435059
6,2349,-39.712974548339844,-13.99934196472168,
6,2399,-17.24875259399414,-13.835427284240723,
6,2449,-14.302080154418945,-13.350955963134766,
6,2499,-32.0085334777832,-13.815875053405762,
6,2549,-6.373832702636719,-13.437383651733398,
6,2599,19.341896057128906,-13.432138442993164,
6,2649,-50.04046630859375,-13.947504043579102,
6,2699,22.703641891479492,-13.392065048217773,
6,2736,,,-12.371581077575684
7,2749,3.620968818664551,-13.457849502563477,
7,2799,-9.62148666381836,-13.594087600708008,
7,2849,6.004266738891602,-13.627826690673828,
7,2899,4.487768650054932,-13.39820671081543,
7,2949,-9.504878997802734,-13.341927528381348,
7,2999,-16.457368850708008,-13.48177719116211,
7,3049,-14.857364654541016,-13.430267333984375,
7,3099,-4.665489196777344,-13.350913047790527,
7,3127,,,-12.268295288085938
8,3149,-32.93537521362305,-13.580424308776855,
8,3199,-27.06733512878418,-13.431276321411133,
8,3249,-35.359859466552734,-13.472519874572754,
8,3299,27.614843368530273,-13.569707870483398,
8,3349,-2.056568145751953,-13.392682075500488,
8,3399,3.759725332260132,-13.421695709228516,
8,3449,1.8860299587249756,-13.416971206665039,
8,3499,-14.43075180053711,-13.416839599609375,
8,3518,,,-12.276285171508789
9,3549,4.020385265350342,-13.237642288208008,
9,3599,13.755348205566406,-13.272459030151367,
9,3649,9.891338348388672,-13.172038078308105,
9,3699,12.517237663269043,-13.324807167053223,
9,3749,2.5410244464874268,-13.13438606262207,
9,3799,23.991432189941406,-13.118999481201172,
9,3849,-9.143732070922852,-13.29648208618164,
9,3899,-27.72330093383789,-13.323516845703125,
9,3909,,,-12.13586139678955
