epoch,step,train/loss,train/reward,val/reward
0,49,-60799.76171875,-245.19248962402344,
0,99,-41164.66015625,-179.91436767578125,
0,149,-27904.87890625,-122.86802673339844,
0,199,-20392.7265625,-100.88511657714844,
0,249,-17237.45703125,-95.37577819824219,
0,299,-10694.6572265625,-82.26950073242188,
0,349,-653.8035278320312,-60.49906921386719,
0,390,,,-26.076274871826172
1,399,932.6878051757812,-44.30848693847656,
1,449,73.24852752685547,-34.534217834472656,
1,499,13.09957218170166,-28.734718322753906,
1,549,358.11407470703125,-25.245929718017578,
1,599,350.83880615234375,-25.07416343688965,
