epoch,step,train/loss,train/reward,val/reward
0,49,2255730688.0,-47694.32421875,
0,99,2048266880.0,-45265.89453125,
0,149,2515159296.0,-50235.6640625,
0,199,2272953344.0,-47718.51171875,
0,249,2777037312.0,-50782.15234375,
0,299,1861323520.0,-43262.375,
0,349,2599976704.0,-50284.1796875,
0,390,,,-47582.90625
1,399,2342788352.0,-48085.8984375,
1,449,2487409152.0,-49027.2890625,
1,499,2078646016.0,-45859.28125,
1,549,2017541888.0,-45185.5390625,
1,599,2199253760.0,-46442.09375,
1,649,2107089920.0,-45402.0,
1,699,1897429376.0,-43831.52734375,
1,749,1870907264.0,-43633.9609375,
1,781,,,-42178.82421875
2,799,1640930816.0,-40902.7890625,
2,849,1598026624.0,-39712.34375,
2,899,2179732992.0,-45728.5,
2,949,2064624640.0,-45932.453125,
2,999,2785025536.0,-47891.2734375,
2,1049,1824154240.0,-42869.34375,
2,1099,1895534464.0,-43961.61328125,
2,1149,1849364864.0,-43630.82421875,
2,1172,,,-43631.21484375
3,1199,1717457024.0,-41875.484375,
3,1249,1737987328.0,-42382.68359375,
3,1299,1644971904.0,-41165.6484375,
3,1349,1671010304.0,-41531.078125,
3,1399,1744000896.0,-40913.2890625,
3,1449,2749936384.0,-46359.6640625,
3,1499,1445016576.0,-38885.3046875,
3,1549,2656729088.0,-47635.73828125,
3,1563,,,-41893.671875
4,1599,1759447168.0,-40642.16796875,
4,1649,1353073408.0,-37778.4296875,
4,1699,1578338176.0,-40602.265625,
4,1749,1393216256.0,-37692.75,
4,1799,1228743680.0,-36237.46875,
4,1849,1315484288.0,-37253.875,
4,1899,1390695808.0,-38651.4765625,
4,1949,1274301056.0,-37002.28515625,
4,1954,,,-39307.3671875
5,1999,1255637504.0,-36909.78125,
5,2049,1235726464.0,-36657.4296875,
5,2099,1382196352.0,-38306.3046875,
5,2149,1427447296.0,-39045.3984375,
5,2199,1272550656.0,-37490.90625,
5,2249,1282613504.0,-37718.453125,
5,2299,1437172992.0,-39524.9609375,
5,2345,,,-43814.53515625
6,2349,1290415360.0,-37997.0703125,
6,2399,1268234240.0,-37760.4296875,
6,2449,1297005696.0,-37970.765625,
6,2499,1254997632.0,-37773.0234375,
6,2549,1377378560.0,-39099.8671875,
6,2599,1197963520.0,-37147.86328125,
6,2649,1368350208.0,-38619.0546875,
6,2699,1240287232.0,-37935.6875,
6,2736,,,-44012.6015625
7,2749,1472837632.0,-40996.65625,
7,2799,1348943872.0,-39591.1484375,
7,2849,1239569024.0,-38248.6484375,
7,2899,1246943232.0,-38418.1640625,
7,2949,1212065152.0,-38048.625,
7,2999,1285937792.0,-38979.53125,
7,3049,1239003136.0,-38570.3125,
7,3099,1227021952.0,-38485.8984375,
7,3127,,,-42976.96484375
8,3149,1230902912.0,-38607.48046875,
8,3199,1177749504.0,-38033.5625,
8,3249,1163328640.0,-38002.6796875,
8,3299,1167934336.0,-38130.5,
8,3349,1146002304.0,-38034.25,
8,3399,1169602304.0,-38529.46875,
8,3449,1141594112.0,-38256.5390625,
8,3499,1169044480.0,-38751.99609375,
8,3518,,,-44014.59765625
9,3549,1116285568.0,-38119.609375,
9,3599,1190510464.0,-39296.66796875,
9,3649,1182776320.0,-39350.1953125,
9,3699,1204229120.0,-39679.1875,
9,3749,1145811328.0,-39146.0546875,
9,3799,1220525312.0,-39761.390625,
9,3849,1133044736.0,-39023.6484375,
9,3899,1079576960.0,-38536.8125,
9,3909,,,-44011.671875
