epoch,step,train/loss,train/reward,val/reward
0,49,6590024.0,-26743.6875,
0,99,-406255.59375,-23495.15625,
0,149,26186.609375,-22450.01171875,
0,199,32621.18359375,-22535.453125,
0,249,159364.84375,-23567.220703125,
0,299,475.3154296875,-22478.634765625,
0,349,109993.2265625,-22476.1015625,
0,390,,,-22751.630859375
1,399,-1788013.125,-26347.271484375,
1,449,25158.26953125,-22705.68359375,
1,499,52863.15234375,-22528.75,
1,549,49820.26953125,-22758.611328125,
1,599,66089.28125,-22368.720703125,
1,649,-974715.125,-24680.939453125,
1,699,118751.125,-22499.86328125,
1,749,136771.0625,-22429.8359375,
1,781,,,-22758.640625
2,799,118718.890625,-22314.404296875,
2,849,4582.3251953125,-22785.5546875,
2,899,315937.90625,-22086.435546875,
2,949,102057.7265625,-22545.78515625,
2,999,228161.140625,-22265.205078125,
2,1049,160247.65625,-22409.9765625,
2,1099,-35649984.0,-92809.9921875,
2,1149,-44429080.0,-105256.3671875,
2,1172,,,-22758.640625
3,1199,-323569408.0,-538764.6875,
3,1249,-319007040.0,-528053.375,
3,1299,-241526144.0,-427940.03125,
3,1349,-95434.15625,-22696.462890625,
3,1399,-31434.638671875,-22793.6796875,
3,1449,-5625.8525390625,-22817.0859375,
3,1499,-4827.64453125,-22948.24609375,
3,1549,-5589.3193359375,-22720.791015625,
3,1563,,,-22758.640625
4,1599,-3697.479248046875,-22782.45703125,
4,1649,-6122.1513671875,-22591.0234375,
4,1699,-3775.229248046875,-22657.390625,
4,1749,-2642.908447265625,-22731.775390625,
4,1799,-4470.7626953125,-22712.6484375,
4,1849,-7388.853515625,-22740.76953125,
4,1899,-5222.556640625,-22636.90234375,
4,1949,-1290.196044921875,-22554.6484375,
4,1954,,,-22758.640625
5,1999,-2184.449462890625,-22647.0703125,
5,2049,-7384.14111328125,-22812.46484375,
5,2099,-3216.71875,-22670.49609375,
5,2149,-6427.1796875,-22906.44140625,
5,2199,-5569.8896484375,-22880.16796875,
5,2249,-3382.52099609375,-22773.142578125,
5,2299,-5003.7861328125,-22906.4296875,
5,2345,,,-22758.640625
6,2349,-4872.705078125,-22998.068359375,
6,2399,-6615.2265625,-22868.556640625,
6,2449,-1464.25830078125,-22625.39453125,
6,2499,-5583.72021484375,-22752.328125,
6,2549,-4664.513671875,-22615.529296875,
6,2599,-5549.123046875,-22684.375,
6,2649,-2791.21630859375,-22668.380859375,
6,2699,-2835.227783203125,-22824.921875,
6,2736,,,-22758.640625
7,2749,-3025.334228515625,-22844.3984375,
7,2799,-5104.86767578125,-22866.2421875,
7,2849,-4516.1767578125,-22783.35546875,
7,2899,-5409.810546875,-22882.205078125,
7,2949,-4086.992431640625,-22850.275390625,
7,2999,-1460.89111328125,-22662.71484375,
7,3049,-2184.478271484375,-22604.87109375,
7,3099,-2284.472412109375,-22656.001953125,
7,3127,,,-22758.640625
8,3149,-2353.76171875,-22542.125,
8,3199,-278.2059326171875,-22793.732421875,
8,3249,-4565.74951171875,-22717.9375,
8,3299,-7102.578125,-22789.787109375,
8,3349,-6942.17578125,-22705.546875,
8,3399,-2693.358642578125,-22826.40625,
8,3449,-4116.45751953125,-22611.1484375,
8,3499,-4259.80517578125,-22841.71484375,
8,3518,,,-22758.640625
9,3549,-2700.360107421875,-22561.7734375,
9,3599,-4597.4560546875,-23063.05078125,
9,3649,-5172.8310546875,-22697.953125,
9,3699,-4429.861328125,-22799.078125,
9,3749,-4453.2021484375,-23103.21484375,
9,3799,-2845.52001953125,-22605.3359375,
9,3849,-7034.30078125,-22595.044921875,
9,3899,-4596.111328125,-22714.09375,
9,3909,,,-22758.640625
10,3949,-4143.42333984375,-22831.275390625,
10,3999,-7378.76171875,-22803.0390625,
10,4049,-3436.82470703125,-22683.892578125,
10,4099,-5428.22021484375,-22855.681640625,
10,4149,-4550.11572265625,-22715.81640625,
10,4199,-4426.322265625,-22802.427734375,
10,4249,-3089.21533203125,-22816.173828125,
10,4299,-7741.3662109375,-22929.00390625,
10,4300,,,-22758.640625
11,4349,-1600.0511474609375,-22740.2890625,
11,4399,-5372.88623046875,-22640.623046875,
11,4449,-4071.396484375,-22505.9453125,
11,4499,-3614.73095703125,-22959.16796875,
11,4549,-3670.7041015625,-22770.0546875,
11,4599,-3597.580322265625,-22670.87890625,
11,4649,-5294.5546875,-22722.17578125,
11,4691,,,-22758.640625
12,4699,-2082.14697265625,-22709.29296875,
12,4749,-4742.63525390625,-22683.892578125,
12,4799,-3389.302734375,-22894.82421875,
12,4849,-5405.4990234375,-22708.5703125,
12,4899,-3561.80078125,-22552.5859375,
12,4949,-2396.847900390625,-22874.28125,
12,4999,-2822.40771484375,-22973.373046875,
12,5049,-4465.1064453125,-22810.6171875,
12,5082,,,-22758.640625
13,5099,-4088.079833984375,-22736.7109375,
13,5149,-5711.9580078125,-22752.634765625,
13,5199,-5480.005859375,-23001.8515625,
13,5249,-1260.06298828125,-22787.13671875,
13,5299,-2901.02587890625,-22728.9765625,
13,5349,-6560.1884765625,-23015.6328125,
13,5399,-6819.7646484375,-22773.255859375,
13,5449,-4503.18505859375,-22800.666015625,
13,5473,,,-22758.640625
14,5499,-4637.7958984375,-22799.671875,
14,5549,-3715.030517578125,-23000.353515625,
14,5599,-5410.373046875,-22727.53515625,
14,5649,-6671.2470703125,-22770.67578125,
14,5699,-1510.549560546875,-22926.884765625,
14,5749,-1431.340087890625,-22667.8671875,
14,5799,-2667.41357421875,-22864.958984375,
14,5849,-4097.8759765625,-22807.1484375,
14,5864,,,-22758.640625
15,5899,-3276.030517578125,-22785.37109375,
15,5949,-4241.77685546875,-22925.341796875,
15,5999,-6125.71923828125,-22812.05078125,
15,6049,-6986.05322265625,-23011.40625,
