epoch,step,train/loss,train/reward
0,49,1976073216.0,-43850.0234375
0,99,6165248000.0,-75896.4453125
0,149,2405329152.0,-46169.44921875
0,199,1611322240.0,-39139.875
0,249,1595808000.0,-39077.8125
0,299,1077217024.0,-32351.4375
