epoch,step,train/loss,train/reward,val/reward
0,49,-0.36165809631347656,43.59809112548828,
0,99,-5.609342575073242,43.60226058959961,
0,149,30.608978271484375,44.207340240478516,
0,195,,,43.7880744934082
1,199,-0.10169804096221924,43.68893814086914,
1,249,-3.510522219585255e-07,44.36829376220703,
1,299,-1.5270339872586192e-06,44.10014343261719,
1,349,-1.6053417084549437e-06,44.463600158691406,
1,391,,,43.7880744934082
2,399,1.2880955182481557e-06,43.59110641479492,
2,449,-1.4065133655094542e-05,42.839210510253906,
2,499,-1.5650080058549065e-06,44.3138313293457,
2,549,1.1068390449509025e-05,43.998451232910156,
2,587,,,43.7880744934082
