epoch,step,train/loss,train/reward,val/reward
0,49,-3.126085042953491,-13.862152099609375,
0,99,-1.4891520738601685,-13.122179985046387,
0,149,6.046870231628418,-12.72006607055664,
0,195,,,-11.91038990020752
1,199,-31.36500358581543,-12.635418891906738,
1,249,-7.183485984802246,-12.04495906829834,
1,299,-2.435563087463379,-12.0260591506958,
1,349,-1.9965540170669556,-11.98838996887207,
1,391,,,-11.508268356323242
2,399,-13.610626220703125,-12.065292358398438,
2,449,-6.013242244720459,-11.702560424804688,
2,499,-4.402093887329102,-11.700223922729492,
2,549,-4.63162899017334,-11.945819854736328,
2,587,,,-11.382820129394531
