epoch,step,train/loss,train/reward,val/reward
58,5781,,,-3619.109619140625
59,5799,-9996.455078125,-3886.7529296875,
59,5849,-3273.765625,-3711.185791015625,
59,5879,,,-3553.75
60,5899,-2000.875,-3622.24365234375,
60,5949,28.738433837890625,-3528.0478515625,
60,5977,,,-3551.8515625
61,5999,-802.702392578125,-3561.615234375,
61,6049,-227.844970703125,-3480.641357421875,
61,6075,,,-3430.05126953125
62,6099,-6150.58984375,-3641.48779296875,
62,6149,-5014.271484375,-3624.44482421875,
62,6173,,,-3559.3095703125
63,6199,-3448.234619140625,-3573.74658203125,
63,6249,-3237.85009765625,-3575.4658203125,
63,6271,,,-3428.0263671875
64,6299,-5006.88916015625,-3656.343017578125,
64,6349,-1428.42724609375,-3534.873046875,
64,6369,,,-3370.058349609375
65,6399,-1114.198974609375,-3470.8486328125,
65,6449,-2205.9541015625,-3462.919677734375,
65,6467,,,-3454.664794921875
66,6499,-5468.7265625,-3578.718505859375,
66,6549,-1728.0986328125,-3507.838134765625,
66,6565,,,-3440.189208984375
67,6599,-4104.8974609375,-3562.19580078125,
67,6649,-5323.0458984375,-3580.978759765625,
67,6663,,,-3359.52685546875
68,6699,-4864.97314453125,-3644.21142578125,
68,6749,-984.294677734375,-3436.22705078125,
68,6761,,,-3323.698974609375
69,6799,-7288.20068359375,-3656.782470703125,
69,6849,-5346.1435546875,-3584.75,
69,6859,,,-3375.2880859375
70,6899,-3195.58544921875,-3448.49169921875,
70,6949,-1572.7491455078125,-3379.48828125,
70,6957,,,-3307.171630859375
71,6999,-2026.747314453125,-3395.79541015625,
71,7049,-3208.375244140625,-3446.227783203125,
71,7055,,,-3360.11767578125
72,7099,-5462.35546875,-3560.128662109375,
72,7149,-2577.152099609375,-3464.30224609375,
72,7153,,,-3329.44384765625
73,7199,-2245.382568359375,-3427.928955078125,
73,7249,-3645.1162109375,-3462.7333984375,
73,7251,,,-3386.753173828125
74,7299,-3001.178466796875,-3485.376708984375,
74,7349,-3288.340087890625,-3463.65185546875,
74,7349,,,-3368.560791015625
75,7399,-3022.25390625,-3417.3388671875,
75,7447,,,-3306.2919921875
76,7449,-3103.90380859375,-3424.02587890625,
76,7499,-399.14166259765625,-3342.48486328125,
76,7545,,,-3274.9345703125
77,7549,-1067.261962890625,-3356.01806640625,
77,7599,-1775.2122802734375,-3365.22705078125,
77,7643,,,-3352.6416015625
78,7649,-2649.175048828125,-3401.536865234375,
78,7699,-1713.57275390625,-3369.368896484375,
78,7741,,,-3286.148193359375
79,7749,-1489.32666015625,-3276.35302734375,
79,7799,-433.11749267578125,-3290.87158203125,
79,7839,,,-3240.868408203125
80,7849,-3415.147705078125,-3410.635986328125,
80,7899,-2760.3642578125,-3369.3076171875,
80,7937,,,-3505.808349609375
81,7949,-4287.46142578125,-3413.092041015625,
81,7999,-2879.211669921875,-3364.73876953125,
81,8035,,,-3316.096435546875
82,8049,-3253.456787109375,-3388.21435546875,
82,8099,-2261.510498046875,-3353.47021484375,
82,8133,,,-3194.602783203125
83,8149,-352.4335021972656,-3213.735595703125,
83,8199,-2803.533203125,-3337.715087890625,
83,8231,,,-3259.04150390625
84,8249,-1815.880615234375,-3285.741455078125,
84,8299,-2911.703125,-3365.572021484375,
84,8329,,,-3262.448974609375
85,8349,-4090.56982421875,-3411.8271484375,
85,8399,-3003.52783203125,-3366.99658203125,
85,8427,,,-3369.614013671875
86,8449,-2521.4716796875,-3318.06591796875,
86,8499,-1147.2230224609375,-3256.36962890625,
86,8525,,,-3250.882080078125
87,8549,-3872.87939453125,-3408.3505859375,
87,8599,-2844.28662109375,-3318.42578125,
87,8623,,,-3256.556884765625
88,8649,-2340.199951171875,-3283.58984375,
88,8699,-1749.0498046875,-3262.60791015625,
88,8721,,,-3212.159912109375
89,8749,-5224.001953125,-3428.8798828125,
89,8799,-1421.5076904296875,-3221.9140625,
89,8819,,,-3192.214111328125
90,8849,-869.2302856445312,-3260.92529296875,
90,8899,-1776.12548828125,-3296.749267578125,
90,8917,,,-3189.2275390625
91,8949,-2066.21923828125,-3271.435546875,
91,8999,-2272.753662109375,-3276.3564453125,
91,9015,,,-3222.993408203125
92,9049,-2293.146728515625,-3303.826171875,
92,9099,-2233.7861328125,-3326.52001953125,
92,9113,,,-3348.221923828125
93,9149,-3098.8876953125,-3326.02783203125,
93,9199,361.2054443359375,-3202.39013671875,
93,9211,,,-3196.8203125
94,9249,-3303.47900390625,-3336.4560546875,
94,9299,-731.5285034179688,-3197.144287109375,
94,9309,,,-3226.21484375
95,9349,-5019.466796875,-3433.486328125,
95,9399,-5697.111328125,-3524.4052734375,
95,9407,,,-3260.26318359375
96,9449,-1064.313720703125,-3246.623291015625,
96,9499,-857.1652221679688,-3242.39013671875,
96,9505,,,-3169.787353515625
97,9549,-5030.171875,-3441.107421875,
97,9599,-2142.355712890625,-3234.61279296875,
97,9603,,,-3165.450927734375
98,9649,-1729.5833740234375,-3272.3251953125,
98,9699,-1200.2802734375,-3240.68896484375,
98,9701,,,-3153.093505859375
99,9749,-2050.268798828125,-3235.1630859375,
99,9799,-1011.3069458007812,-3192.491943359375,
99,9799,,,-3169.03076171875
100,9849,-1399.7720947265625,-3239.471923828125,
100,9897,,,-3164.92626953125
101,9899,-3119.56884765625,-3315.80224609375,
101,9949,-1815.021728515625,-3266.41552734375,
101,9995,,,-3098.729248046875
102,9999,-1643.599609375,-3177.07080078125,
102,10049,-1378.6845703125,-3174.4677734375,
102,10093,,,-3117.851806640625
103,10099,-2177.78271484375,-3203.472412109375,
103,10149,-908.8431396484375,-3133.111328125,
103,10191,,,-3075.080810546875
104,10199,-600.0392456054688,-3100.555419921875,
104,10249,-2821.4619140625,-3189.36962890625,
104,10289,,,-3010.19580078125
105,10299,-5052.77783203125,-3297.267333984375,
105,10349,-1873.934814453125,-3169.46533203125,
105,10387,,,-3243.48779296875
106,10399,-3266.56103515625,-3199.890869140625,
106,10449,-3073.133544921875,-3200.7333984375,
106,10485,,,-3167.8359375
107,10499,-6139.509765625,-3323.533203125,
107,10549,-2933.340087890625,-3164.32470703125,
107,10583,,,-3160.16796875
108,10599,-2501.12060546875,-3167.89404296875,
108,10649,-3403.274169921875,-3229.731201171875,
108,10681,,,-3189.109375
109,10699,-1853.66015625,-3136.346923828125,
109,10749,-2907.0107421875,-3283.888671875,
109,10779,,,-3205.1162109375
110,10799,-5952.63427734375,-3334.19580078125,
110,10849,-4630.59228515625,-3279.0634765625,
110,10877,,,-3172.806884765625
111,10899,-1597.8035888671875,-3176.68896484375,
111,10949,-1683.6531982421875,-3136.554443359375,
111,10975,,,-2990.191650390625
112,10999,-5764.625,-3352.96337890625,
112,11049,-2111.087890625,-3111.046142578125,
112,11073,,,-3099.338134765625
113,11099,-1081.14697265625,-3108.47607421875,
113,11149,-2323.23583984375,-3068.3642578125,
113,11171,,,-3016.6015625
114,11199,-2338.08935546875,-3073.666748046875,
114,11249,-3874.326904296875,-3271.35400390625,
114,11269,,,-3197.363525390625
115,11299,-3920.057373046875,-3203.1943359375,
115,11349,-4171.9140625,-3271.774658203125,
115,11367,,,-3192.92919921875
116,11399,-5650.3046875,-3316.828125,
116,11449,-2774.042236328125,-3171.130615234375,
116,11465,,,-3119.408447265625
117,11499,-1672.00244140625,-3125.181884765625,
117,11549,-5347.95703125,-3306.58642578125,
117,11563,,,-3207.853271484375
118,11599,-3716.6171875,-3224.940185546875,
118,11649,-2823.1103515625,-3160.46484375,
118,11661,,,-3192.904052734375
119,11699,-2331.64990234375,-3195.443359375,
119,11749,-1839.729248046875,-3142.1552734375,
119,11759,,,-3032.900146484375
