epoch,step,train/loss,train/reward,val/reward
12,1899,-145031.59375,-7169.1708984375,
12,1949,109.76188659667969,-1927.433837890625,
12,1999,652.8989868164062,-1791.42626953125,
12,2040,,,-1745.689208984375
13,2049,-8.733539581298828,-1746.6876220703125,
13,2099,-747.7227172851562,-1807.9228515625,
13,2149,-5.373406887054443,-1633.9051513671875,
13,2197,,,-1633.019287109375
14,2199,-107.68604278564453,-1640.412353515625,
14,2249,-108.04014587402344,-1629.1474609375,
14,2299,9.479225158691406,-1617.9183349609375,
14,2349,0.005857435055077076,-1617.9183349609375,
14,2354,,,-1617.9180908203125
15,2399,-12.434196472167969,-1619.178466796875,
15,2449,-0.015942711383104324,-1617.925537109375,
15,2499,-0.33098918199539185,-1617.9674072265625,
15,2511,,,-1617.9180908203125
16,2549,-4.378110408782959,-1618.5316162109375,
16,2599,-148.991943359375,-1630.66064453125,
16,2649,-0.5255240201950073,-1617.97216796875,
16,2668,,,-1617.9180908203125
17,2699,-3.8322927951812744,-1618.17236328125,
17,2749,0.0,-1617.9183349609375,
17,2799,-133.66879272460938,-1626.23486328125,
17,2825,,,-1617.9180908203125
18,2849,0.0,-1617.9183349609375,
18,2899,0.0,-1617.9183349609375,
18,2949,1.1897704098373652e-05,-1617.918212890625,
18,2982,,,-1617.9180908203125
19,2999,-2.6426351070404053,-1618.24365234375,
19,3049,-18.731428146362305,-1620.051025390625,
19,3099,-377.059326171875,-1642.2647705078125,
19,3139,,,-1617.9180908203125
20,3149,4.6616951294709e-06,-1617.918212890625,
20,3199,-129.28065490722656,-1624.927490234375,
20,3249,-61.177528381347656,-1626.0360107421875,
20,3296,,,-1617.9180908203125
21,3299,0.0,-1617.9183349609375,
21,3349,-302.6483459472656,-1634.107666015625,
21,3399,-100.35907745361328,-1632.968994140625,
21,3449,0.0,-1617.9183349609375,
21,3453,,,-1617.9180908203125
22,3499,-24.197172164916992,-1619.239990234375,
22,3549,2.2115884803497465e-06,-1617.9183349609375,
22,3599,0.0,-1617.9183349609375,
22,3610,,,-1617.9180908203125
23,3649,0.0,-1617.9183349609375,
23,3699,0.0,-1617.9183349609375,
23,3749,-6.12800407409668,-1620.3927001953125,
23,3767,,,-1617.9180908203125
24,3799,1.9641705875983462e-05,-1617.918212890625,
24,3849,0.0,-1617.9183349609375,
24,3899,0.0,-1617.9183349609375,
24,3924,,,-1617.9180908203125
25,3949,0.0,-1617.9183349609375,
25,3999,-0.19899426400661469,-1617.942626953125,
25,4049,0.0,-1617.9183349609375,
25,4081,,,-1617.9180908203125
26,4099,3.147209781673155e-06,-1617.918212890625,
26,4149,1.5370828805316705e-06,-1617.9183349609375,
26,4199,0.0,-1617.9183349609375,
26,4238,,,-1617.9180908203125
27,4249,0.0,-1617.9183349609375,
27,4299,3.9499545891885646e-06,-1617.918212890625,
27,4349,-157.4630126953125,-1630.4033203125,
27,4395,,,-1617.9180908203125
28,4399,-2.2474875450134277,-1618.171630859375,
28,4449,0.0,-1617.9183349609375,
28,4499,-581.7630615234375,-1671.224853515625,
28,4549,0.0,-1617.9183349609375,
28,4552,,,-1617.9180908203125
29,4599,0.0,-1617.9183349609375,
29,4649,0.0,-1617.9183349609375,
29,4699,-768.0513916015625,-1707.810302734375,
29,4709,,,-1617.9180908203125
30,4749,-334.7745056152344,-1634.612060546875,
30,4799,0.0,-1617.9183349609375,
30,4849,0.0,-1617.9183349609375,
30,4866,,,-1617.9180908203125
31,4899,0.0,-1617.9183349609375,
31,4949,-0.32574039697647095,-1617.94775390625,
31,4999,0.0,-1617.9183349609375,
31,5023,,,-1617.9180908203125
32,5049,0.0,-1617.9183349609375,
32,5099,-46.71548080444336,-1620.5526123046875,
32,5149,-4.184218883514404,-1618.56689453125,
32,5180,,,-1617.9180908203125
33,5199,-2.5899221897125244,-1618.150390625,
33,5249,2.0117904568905942e-05,-1617.918212890625,
33,5299,-1270.8798828125,-1673.1053466796875,
33,5337,,,-1617.9180908203125
34,5349,-3.2885420322418213,-1618.4990234375,
34,5399,2.9430768790916773e-06,-1617.9183349609375,
34,5449,-1.5223323106765747,-1618.135498046875,
34,5494,,,-1617.9180908203125
35,5499,2.4269935238407925e-05,-1617.918212890625,
35,5549,0.0,-1617.9183349609375,
35,5599,0.0,-1617.9183349609375,
35,5649,2.4981427486636676e-06,-1617.9183349609375,
35,5651,,,-1617.9180908203125
36,5699,0.0,-1617.9183349609375,
36,5749,-3261.9736328125,-1704.1751708984375,
36,5799,0.0,-1617.9183349609375,
36,5808,,,-1617.9180908203125
37,5849,0.0,-1617.9183349609375,
37,5899,-6.087400913238525,-1618.53515625,
37,5949,4.50251427537296e-05,-1617.918212890625,
37,5965,,,-1617.9180908203125
38,5999,5.480367690324783e-05,-1617.918212890625,
38,6049,0.0,-1617.9183349609375,
38,6099,0.0,-1617.9183349609375,
38,6122,,,-1617.9180908203125
39,6149,-22.03213882446289,-1620.623779296875,
39,6199,-381.48016357421875,-1647.5748291015625,
39,6249,4.1515606426401064e-05,-1617.918212890625,
39,6279,,,-1617.9180908203125
40,6299,4.497640475165099e-05,-1617.918212890625,
40,6349,-0.3162984848022461,-1633.0162353515625,
40,6399,-153.9337615966797,-1710.953857421875,
40,6436,,,-1695.4493408203125
41,6449,-7308.529296875,-3083.70703125,
41,6499,1.3483062502928078e-05,-1617.918212890625,
41,6549,0.0,-1617.9183349609375,
41,6593,,,-1616.461181640625
42,6599,0.5243782997131348,-1617.189697265625,
42,6649,0.46170517802238464,-1617.2523193359375,
42,6699,0.4873320758342743,-1617.21533203125,
42,6749,0.5110307931900024,-1617.18115234375,
42,6750,,,-1616.461181640625
43,6799,0.49334707856178284,-1617.206787109375,
43,6849,-278.398193359375,-1654.90185546875,
43,6899,0.49128949642181396,-1617.2095947265625,
43,6907,,,-1616.461181640625
44,6949,0.5109846591949463,-1617.18115234375,
44,6999,0.5050615072250366,-1617.189697265625,
44,7049,0.4853363335132599,-1617.2181396484375,
44,7064,,,-1616.461181640625
45,7099,0.5287348031997681,-1617.155517578125,
45,7149,0.5129519701004028,-1617.1783447265625,
45,7199,0.47349414229393005,-1617.2352294921875,
45,7221,,,-1616.461181640625
46,7249,0.5188707113265991,-1617.169677734375,
46,7299,0.5188706517219543,-1617.1697998046875,
46,7349,0.49914172291755676,-1617.1982421875,
46,7378,,,-1616.461181640625
47,7399,0.518882691860199,-1617.1697998046875,
47,7449,0.5386027097702026,-1617.141357421875,
47,7499,0.5090370178222656,-1617.18408203125,
47,7535,,,-1616.461181640625
48,7549,0.50704026222229,-1617.1868896484375,
48,7599,0.5208495855331421,-1617.1669921875,
48,7649,0.478107750415802,-1617.2294921875,
48,7692,,,-1616.461181640625
49,7699,0.4754711389541626,-1617.232421875,
49,7749,0.522820770740509,-1617.1640625,
49,7799,0.5011187791824341,-1617.1953125,
49,7849,0.4656144082546234,-1617.24658203125,
49,7849,,,-1616.461181640625
50,7899,0.4912664294242859,-1617.2095947265625,
50,7949,0.514977753162384,-1617.1754150390625,
50,7999,0.5366266369819641,-1617.1441650390625,
50,8006,,,-1616.461181640625
51,8049,0.5208892822265625,-1617.1668701171875,
51,8099,0.5287619233131409,-1617.155517578125,
51,8149,0.49717485904693604,-1617.201171875,
51,8163,,,-1616.461181640625
52,8199,0.49717164039611816,-1617.2010498046875,
52,8249,-407.7710266113281,-1676.361083984375,
52,8299,0.34997251629829407,-1617.233154296875,
52,8320,,,-1616.461181640625
53,8349,-25.774934768676758,-1621.910888671875,
53,8399,1.065924048423767,-1617.14990234375,
53,8449,1.0574889183044434,-1617.155517578125,
53,8477,,,-1616.461181640625
54,8499,1.0298489332199097,-1617.175537109375,
54,8549,1.0260368585586548,-1617.1783447265625,
54,8599,0.9667204022407532,-1617.220947265625,
54,8634,,,-1616.461181640625
55,8649,0.9943323135375977,-1617.2010498046875,
55,8699,0.9864411950111389,-1617.206787109375,
55,8749,0.978549599647522,-1617.21240234375,
55,8791,,,-1616.461181640625
56,8799,-8.320783615112305,-1618.486572265625,
56,8849,0.4873022139072418,-1617.21533203125,
56,8899,0.5109843015670776,-1617.18115234375,
56,8948,,,-1616.461181640625
57,8949,0.49716895818710327,-1617.201171875,
57,8999,0.4596996009349823,-1617.255126953125,
57,9049,-32.61561965942383,-1620.1563720703125,
57,9099,0.9748978018760681,-1617.2095947265625,
57,9105,,,-1616.461181640625
58,9149,-28.15090560913086,-1655.439208984375,
58,9199,-541.7047119140625,-1752.3604736328125,
58,9249,-126.13052368164062,-1684.99658203125,
58,9262,,,-33845.6875
59,9299,-2969393.5,-30431.23046875,
59,9349,-2237269.0,-26001.40625,
59,9399,-2299287.75,-27669.61328125,
59,9419,,,-33845.68359375
