epoch,step,train/loss,train/reward,val/reward
11,2199,-8535.60546875,-3225.554931640625,
11,2249,-4680.068359375,-3101.26708984375,
11,2299,-5836.26416015625,-3138.38671875,
11,2349,-9425.216796875,-3316.96044921875,
11,2351,,,-3092.975830078125
12,2399,-457.0665283203125,-2898.716552734375,
12,2449,-1600.14404296875,-2968.17236328125,
12,2499,-654.2742309570312,-2935.879638671875,
12,2547,,,-2796.1796875
13,2549,-5262.1962890625,-2975.579833984375,
13,2599,-3371.72265625,-2960.46044921875,
13,2649,-9439.3525390625,-3126.54345703125,
13,2699,-1093.3116455078125,-2835.533447265625,
13,2743,,,-3086.540283203125
14,2749,-6947.947265625,-3084.83203125,
14,2799,-1796.7843017578125,-2837.09521484375,
14,2849,-9624.630859375,-3081.28955078125,
14,2899,-3609.284912109375,-2869.862548828125,
14,2939,,,-2656.114990234375
15,2949,-2814.987548828125,-2791.84765625,
15,2999,-4505.49267578125,-2878.61474609375,
15,3049,-1007.4078369140625,-2711.072265625,
15,3099,2685.29638671875,-2497.554931640625,
15,3135,,,-2897.42919921875
16,3149,-24446.92578125,-3366.7177734375,
16,3199,-3326.70703125,-2851.70166015625,
16,3249,610.5372314453125,-2629.25537109375,
16,3299,-540.230712890625,-2647.666015625,
16,3331,,,-2656.614501953125
17,3349,-7262.5927734375,-2998.8369140625,
17,3399,-1580.062255859375,-2701.925537109375,
17,3449,-195.61265563964844,-2672.028564453125,
17,3499,-563.8291015625,-2706.08349609375,
17,3527,,,-2700.765625
18,3549,1085.3919677734375,-2637.2041015625,
18,3599,1156.417236328125,-2593.5166015625,
18,3649,-1140.499267578125,-2702.2509765625,
18,3699,-164.2584228515625,-2680.378173828125,
18,3723,,,-2574.98291015625
19,3749,22.3155517578125,-2523.8935546875,
19,3799,-2267.066650390625,-2698.925048828125,
19,3849,703.581298828125,-2544.2685546875,
19,3899,-2786.97021484375,-2742.96728515625,
19,3919,,,-2679.104248046875
20,3949,-6179.755859375,-2884.39892578125,
20,3999,-461.8070068359375,-2553.123046875,
20,4049,-3385.31396484375,-2732.6708984375,
20,4099,493.69683837890625,-2514.89306640625,
20,4115,,,-2497.325439453125
21,4149,-1249.213623046875,-2574.362060546875,
21,4199,-3578.9248046875,-2687.89306640625,
21,4249,-1860.71728515625,-2605.19287109375,
21,4299,-6543.7294921875,-2884.5205078125,
21,4311,,,-2716.385498046875
22,4349,-120.47918701171875,-2504.111083984375,
22,4399,-6339.89453125,-2915.359375,
22,4449,-3436.708740234375,-2680.53076171875,
22,4499,-1303.85986328125,-2613.42529296875,
22,4507,,,-2494.54833984375
23,4549,1017.8745727539062,-2439.759765625,
23,4599,-3354.13427734375,-2641.0029296875,
23,4649,-2123.154296875,-2591.43701171875,
23,4699,-439.2625732421875,-2517.626953125,
23,4703,,,-2493.98583984375
24,4749,-431.91058349609375,-2492.96875,
24,4799,-766.804443359375,-2520.06201171875,
24,4849,460.2161560058594,-2412.743896484375,
24,4899,-517.7941284179688,-2495.048095703125,
24,4899,,,-2418.703857421875
25,4949,-1239.280029296875,-2475.5771484375,
25,4999,-667.0462646484375,-2447.4052734375,
25,5049,-59.75736999511719,-2361.2412109375,
25,5095,,,-2387.965576171875
26,5099,-604.19873046875,-2401.194091796875,
26,5149,154.968994140625,-2347.75,
26,5199,-1796.2548828125,-2452.1630859375,
26,5249,-332.4346008300781,-2387.094970703125,
26,5291,,,-2386.774658203125
27,5299,-1815.3084716796875,-2477.19140625,
27,5349,-1505.618408203125,-2465.36181640625,
27,5399,-335.9395446777344,-2417.609375,
27,5449,-1132.242919921875,-2443.810546875,
27,5487,,,-2339.27001953125
28,5499,-843.1043701171875,-2372.78369140625,
28,5549,-4004.2744140625,-2574.698974609375,
28,5599,-1281.3653564453125,-2420.8212890625,
28,5649,-1605.8402099609375,-2381.343505859375,
28,5683,,,-2360.01953125
29,5699,-176.37664794921875,-2356.27880859375,
29,5749,-4328.4716796875,-2622.48681640625,
29,5799,-1682.28662109375,-2435.19580078125,
29,5849,-1339.736083984375,-2402.753173828125,
29,5879,,,-2385.1044921875
30,5899,-1089.5938720703125,-2388.81884765625,
30,5949,-786.982666015625,-2348.681640625,
30,5999,-1384.482666015625,-2406.750244140625,
30,6049,-2023.385986328125,-2424.9091796875,
30,6075,,,-2366.16162109375
31,6099,-3223.84716796875,-2485.224365234375,
31,6149,-864.1801147460938,-2367.489013671875,
31,6199,-240.2987060546875,-2362.474853515625,
31,6249,-1187.798583984375,-2386.031982421875,
31,6271,,,-2336.26806640625
32,6299,-1725.919677734375,-2445.9443359375,
32,6349,-103.5238037109375,-2343.60693359375,
32,6399,-1378.828125,-2406.1748046875,
32,6449,-1359.909912109375,-2401.949951171875,
32,6467,,,-2330.280029296875
33,6499,-760.8968505859375,-2372.935302734375,
33,6549,-2290.23388671875,-2472.5458984375,
33,6599,-1025.032470703125,-2396.291015625,
33,6649,450.93353271484375,-2268.5869140625,
33,6663,,,-2255.38720703125
34,6699,-3844.85009765625,-2529.803466796875,
34,6749,-3036.7265625,-2385.42578125,
34,6799,-1516.8673095703125,-2318.06689453125,
34,6849,-1809.159912109375,-2375.431640625,
34,6859,,,-2300.9677734375
35,6899,-1033.3349609375,-2276.430419921875,
35,6949,-829.264892578125,-2287.95166015625,
35,6999,-1970.5264892578125,-2351.44677734375,
35,7049,-685.85888671875,-2321.653076171875,
35,7055,,,-2275.251708984375
36,7099,-1705.44873046875,-2315.4599609375,
36,7149,-2994.763671875,-2407.8642578125,
36,7199,-986.855224609375,-2348.23291015625,
36,7249,-637.4658203125,-2316.22265625,
36,7251,,,-2268.38330078125
37,7299,-3314.59765625,-2436.87744140625,
37,7349,-2109.070068359375,-2398.298828125,
37,7399,-1842.92236328125,-2370.582275390625,
37,7447,,,-2301.14208984375
38,7449,-1560.70654296875,-2340.717041015625,
38,7499,-2692.548828125,-2450.3984375,
38,7549,-1838.552001953125,-2443.4609375,
38,7599,-1800.806884765625,-2361.466796875,
38,7643,,,-2356.54833984375
39,7649,-1306.377685546875,-2363.77783203125,
39,7699,-1746.9849853515625,-2321.26318359375,
39,7749,-527.1041259765625,-2259.45263671875,
39,7799,-1722.1982421875,-2335.50927734375,
39,7839,,,-2270.28076171875
40,7849,-1600.87158203125,-2385.755859375,
40,7899,-1868.5712890625,-2412.5732421875,
40,7949,-4145.181640625,-2462.57373046875,
40,7999,-3583.02587890625,-2447.58056640625,
40,8035,,,-2372.083740234375
41,8049,-1210.189453125,-2335.71142578125,
41,8099,-387.75396728515625,-2277.50439453125,
41,8149,-1255.5411376953125,-2346.2490234375,
41,8199,-1610.637939453125,-2358.680908203125,
41,8231,,,-2285.24755859375
42,8249,-1207.23486328125,-2333.856689453125,
42,8299,-3305.314453125,-2498.385498046875,
42,8349,-1065.18310546875,-2320.010986328125,
42,8399,-2630.0751953125,-2374.65673828125,
42,8427,,,-2269.02197265625
43,8449,-621.5856323242188,-2268.8466796875,
43,8499,-1446.4801025390625,-2313.36328125,
43,8549,-494.7651062011719,-2297.749755859375,
43,8599,-2192.132080078125,-2396.53466796875,
43,8623,,,-2233.391845703125
44,8649,-588.1634521484375,-2305.720458984375,
44,8699,-1457.2109375,-2335.851806640625,
44,8749,-398.75213623046875,-2225.03857421875,
44,8799,-452.6752624511719,-2252.69775390625,
44,8819,,,-2195.469482421875
45,8849,-1574.2010498046875,-2316.2939453125,
45,8899,-1747.390625,-2297.252197265625,
45,8949,-972.915283203125,-2284.97802734375,
45,8999,-3112.945556640625,-2390.06005859375,
45,9015,,,-2278.845947265625
46,9049,-506.0967102050781,-2228.009033203125,
46,9099,-2959.88427734375,-2402.58544921875,
46,9149,-1828.49853515625,-2306.297119140625,
46,9199,-1617.1497802734375,-2332.53466796875,
46,9211,,,-2250.19189453125
47,9249,-2286.94970703125,-2385.59423828125,
47,9299,-1182.855224609375,-2301.29345703125,
47,9349,-609.888916015625,-2244.70263671875,
47,9399,-1390.3922119140625,-2307.017578125,
47,9407,,,-2197.603271484375
48,9449,-2069.40771484375,-2336.486328125,
48,9499,-2152.585693359375,-2333.753662109375,
48,9549,-1150.257568359375,-2271.0927734375,
48,9599,-261.57342529296875,-2205.68896484375,
48,9603,,,-2164.20751953125
49,9649,-1947.76171875,-2316.72509765625,
49,9699,-1980.3177490234375,-2276.96240234375,
49,9749,-2183.02490234375,-2329.671875,
49,9799,-1633.3201904296875,-2335.163818359375,
49,9799,,,-2269.19287109375
