epoch,step,train/loss,train/reward,val/reward
0,49,139180.34375,-9891.365234375,
0,99,-2401.17822265625,-6050.01123046875,
0,149,2990.5478515625,-5247.5263671875,
0,195,,,-4633.25341796875
1,199,-21716.931640625,-5179.154296875,
1,249,-3998.632568359375,-4823.7529296875,
1,299,752.8779296875,-4537.9140625,
1,349,781.7824096679688,-4498.169921875,
1,391,,,-4503.8330078125
2,399,-2300.19091796875,-4615.7451171875,
2,449,681.4332275390625,-4419.7890625,
2,499,-2351.04345703125,-4554.11962890625,
2,549,-938.7138061523438,-4510.07421875,
2,587,,,-4199.0224609375
3,599,-386.407958984375,-4229.82275390625,
3,649,-430.4903564453125,-4260.34033203125,
3,699,-44.47661590576172,-4205.83740234375,
3,749,-30.313644409179688,-4206.3515625,
3,783,,,-4196.64794921875
4,799,-511.7449645996094,-4238.0,
4,849,-149.7183074951172,-4173.5146484375,
4,899,94.43679809570312,-4145.14208984375,
4,949,-50.13593673706055,-4142.9345703125,
4,979,,,-4114.5986328125
5,999,-12.18455696105957,-4117.0595703125,
5,1049,-174.91400146484375,-4139.03125,
5,1099,6.118213176727295,-4111.7109375,
5,1149,-1448.0640869140625,-4343.16357421875,
5,1175,,,-4114.5986328125
6,1199,-38.18408966064453,-4120.416015625,
6,1249,-18.43858528137207,-4117.6162109375,
6,1299,-274.5704040527344,-4123.08154296875,
6,1349,6.170877933502197,-4110.7685546875,
6,1371,,,-4114.5986328125
7,1399,8.720385551452637,-4110.4052734375,
7,1449,8.33631706237793,-4110.58984375,
7,1499,8.168257713317871,-4110.6708984375,
7,1549,8.576506614685059,-4110.47412109375,
7,1567,,,-4111.6552734375
8,1599,8.47208309173584,-4110.5244140625,
8,1649,8.224587440490723,-4110.6435546875,
8,1699,8.28970718383789,-4110.6123046875,
8,1749,8.720985412597656,-4110.4052734375,
8,1763,,,-4111.6552734375
9,1799,8.729185104370117,-4110.40087890625,
9,1849,8.296995162963867,-4110.6083984375,
9,1899,8.422863960266113,-4110.54833984375,
9,1949,8.102372169494629,-4110.7021484375,
9,1959,,,-4111.6552734375
10,1999,8.472834587097168,-4110.52392578125,
10,2049,8.347183227539062,-4110.58447265625,
10,2099,8.287927627563477,-4110.61328125,
10,2149,8.030261039733887,-4110.7373046875,
10,2155,,,-4111.6552734375
11,2199,8.300359725952148,-4110.607421875,
11,2249,8.036803245544434,-4110.73388671875,
11,2299,-41718.6875,-6257.8212890625,
11,2349,-251.0484619140625,-4135.4697265625,
11,2351,,,-4114.5986328125
12,2399,-80.31857299804688,-4120.1640625,
12,2449,8.291309356689453,-4110.62109375,
12,2499,8.383787155151367,-4110.5693359375,
12,2547,,,-4225.04638671875
13,2549,-3481.85546875,-4396.6611328125,
13,2599,-122.95135498046875,-4155.642578125,
13,2649,-479.1977844238281,-4181.6982421875,
13,2699,-30528.474609375,-6079.1650390625,
13,2743,,,-4780.92529296875
