epoch,step,train/loss,train/reward,val/reward
0,49,65106.734375,-9449.025390625,
0,99,8648.4931640625,-4444.689453125,
0,149,1426.820556640625,-4228.91064453125,
0,195,,,-3506.31689453125
1,199,-38376.375,-4358.17138671875,
1,249,-6467.61376953125,-3694.011474609375,
1,299,-1363.9287109375,-3554.019775390625,
1,349,45.864830017089844,-3478.599853515625,
1,391,,,-3400.073974609375
2,399,-433.45672607421875,-3422.63330078125,
2,449,-125.12968444824219,-3396.078125,
2,499,79.65335083007812,-3375.2158203125,
2,549,481.3229675292969,-3332.392578125,
2,587,,,-3642.27001953125
3,599,-1663.1920166015625,-3505.580322265625,
3,649,-323.7119445800781,-3430.33837890625,
3,699,-1937.453369140625,-3516.320068359375,
3,749,-297.0663146972656,-3423.871826171875,
3,783,,,-3418.56640625
4,799,-154.31512451171875,-3408.175048828125,
4,849,-30.117290496826172,-3392.980712890625,
4,899,-288.57666015625,-3422.900390625,
4,949,-522.5921630859375,-3439.26953125,
4,979,,,-6502.67822265625
5,999,-280.34259033203125,-3414.027587890625,
5,1049,-492.4569396972656,-3397.02783203125,
5,1099,639.804931640625,-3293.521484375,
5,1149,-15703.189453125,-4301.70263671875,
5,1175,,,-3363.203125
6,1199,-387.91827392578125,-3371.692626953125,
6,1249,770.1777954101562,-3255.61328125,
6,1299,341.9451599121094,-3243.24658203125,
6,1349,719.6800537109375,-3253.63671875,
6,1371,,,-3237.78125
7,1399,56.220916748046875,-3215.489990234375,
7,1449,35.455322265625,-3209.5859375,
7,1499,-133.1577911376953,-3243.6689453125,
7,1549,18.947755813598633,-3213.4208984375,
7,1567,,,-3208.83935546875
8,1599,-41.576629638671875,-3212.855712890625,
8,1649,-575.9429931640625,-3264.045654296875,
8,1699,-2.4566428661346436,-3209.05419921875,
8,1749,14.544695854187012,-3200.76318359375,
8,1763,,,-3181.5009765625
9,1799,-135.38372802734375,-3198.366943359375,
9,1849,-2.062055826187134,-3181.794189453125,
9,1899,-567.87939453125,-3213.86767578125,
9,1949,-1194.017822265625,-3336.395263671875,
9,1959,,,-2980.296875
10,1999,-498.88433837890625,-3016.0009765625,
10,2049,118.1682357788086,-2918.886474609375,
10,2099,-2134.359375,-3247.7724609375,
10,2149,93.87033081054688,-2919.80078125,
10,2155,,,-2920.8564453125
11,2199,5.023886680603027,-2915.309814453125,
11,2249,9.000950813293457,-2894.6318359375,
11,2299,4.386519432067871,-2886.20751953125,
11,2349,11.808954238891602,-2896.6484375,
11,2351,,,-2891.134033203125
12,2399,298.5066833496094,-2582.39599609375,
12,2449,527.7874755859375,-2572.91259765625,
12,2499,403.8121643066406,-2710.6337890625,
12,2547,,,-2669.739501953125
13,2549,-321.4906921386719,-2699.40625,
13,2599,135.74581909179688,-2583.847900390625,
13,2649,126.51764678955078,-2588.06689453125,
13,2699,139.13845825195312,-2562.4970703125,
13,2743,,,-2567.9072265625
14,2749,-10.08405876159668,-2569.75390625,
14,2799,1.4452399015426636,-2559.0302734375,
14,2849,-1.5881074666976929,-2558.116455078125,
14,2899,0.0007036338211037219,-2558.00390625,
14,2939,,,-2558.00390625
15,2949,0.0,-2558.00390625,
15,2999,-5.561507225036621,-2558.87841796875,
15,3049,0.0,-2558.00390625,
15,3099,-42.15414047241211,-2562.794189453125,
15,3135,,,-2558.00390625
16,3149,-14.493568420410156,-2558.885009765625,
16,3199,-0.15279491245746613,-2558.02587890625,
16,3249,-0.4721079468727112,-2558.70947265625,
16,3299,0.007297133095562458,-2551.09765625,
16,3331,,,-2551.084716796875
17,3349,-0.13930529356002808,-2551.10107421875,
17,3399,-0.03428591787815094,-2546.090576171875,
17,3449,0.00030307393171824515,-2546.0498046875,
17,3499,0.00028567021945491433,-2546.0498046875,
17,3527,,,-2546.05029296875
18,3549,0.0,-2546.0498046875,
18,3599,3.5903563499450684,-2539.76708984375,
18,3649,-55.96556091308594,-2543.165771484375,
18,3699,4.204495906829834,-2538.35888671875,
18,3723,,,-2546.05029296875
19,3749,4.84511137008667,-2539.061767578125,
19,3799,5.222594261169434,-2538.515380859375,
19,3849,4.963425636291504,-2538.88916015625,
19,3899,5.142828464508057,-2538.63037109375,
19,3919,,,-2546.05029296875
