epoch,step,train/loss,train/reward,val/reward
0,49,88706496.0,-8872.4375,
0,99,50524752.0,-5051.2294921875,
0,149,25857630.0,-3021.187744140625,
0,199,7132151.5,-1582.109375,
0,249,7851779.5,-1449.958740234375,
0,299,6045185.0,-1035.1763916015625,
0,349,2728787.5,-719.2337646484375,
0,390,,,-1771.4820556640625
1,399,4019878.75,-585.4282836914062,
1,449,1010715.25,-325.26116943359375,
1,499,1998497.75,-576.3030395507812,
1,549,507816.25,-145.36476135253906,
1,599,2484212.75,-445.6686706542969,
1,649,962898.75,-210.39739990234375,
1,699,3599845.25,-530.40771484375,
1,749,787077.6875,-313.5715637207031,
1,781,,,-347.3042297363281
2,799,1199468.75,-241.81964111328125,
2,849,1269083.625,-288.8270263671875,
2,899,2176596.5,-336.3618469238281,
2,949,876052.5,-304.3741760253906,
2,999,334034.46875,-133.990966796875,
2,1049,366334.875,-137.82000732421875,
2,1099,1050481.75,-378.18817138671875,
2,1149,1181987.0,-281.44140625,
2,1172,,,-257.96063232421875
3,1199,277061.21875,-126.2066650390625,
3,1249,458634.84375,-202.29840087890625,
3,1299,483005.84375,-152.03228759765625,
3,1349,335113.75,-133.47593688964844,
3,1399,292245.90625,-137.83714294433594,
3,1449,309384.5,-116.44944763183594,
3,1499,924820.0,-200.16920471191406,
3,1549,1486925.75,-214.68067932128906,
3,1563,,,-103.54580688476562
4,1599,260185.125,-111.50930786132812,
4,1649,302191.15625,-142.55364990234375,
4,1699,241856.953125,-104.5444107055664,
4,1749,468932.09375,-183.0958251953125,
4,1799,1450558.75,-281.2677001953125,
4,1849,1199688.875,-321.5539855957031,
4,1899,96074.515625,-56.435760498046875,
4,1949,819942.5,-195.48876953125,
4,1954,,,-179.28656005859375
5,1999,885689.4375,-261.5331726074219,
5,2049,262674.5625,-110.58077239990234,
5,2099,2219504.5,-460.597412109375,
5,2149,382341.8125,-146.28585815429688,
5,2199,847270.0625,-265.7698974609375,
5,2249,457190.34375,-195.86155700683594,
5,2299,1035100.5,-295.6137390136719,
5,2345,,,-151.56967163085938
6,2349,230770.46875,-105.92042541503906,
6,2399,240355.640625,-119.83900451660156,
6,2449,141221.3125,-79.89688873291016,
6,2499,275305.4375,-113.81602478027344,
6,2549,169506.484375,-84.40359497070312,
6,2599,435464.6875,-165.01666259765625,
6,2649,452647.78125,-133.2498321533203,
6,2699,142918.765625,-80.04032897949219,
6,2736,,,-246.06689453125
