epoch,step,train/loss,train/reward,val/reward
26,2599,113912.9609375,-194.64370727539062,
26,2645,,,-145.98582458496094
27,2649,448474.5625,-266.32733154296875,
27,2699,117814.0,-204.9265899658203,
27,2743,,,-202.026123046875
28,2749,158824.46875,-212.34768676757812,
28,2799,112792.921875,-196.64401245117188,
28,2841,,,-131.7355194091797
29,2849,113693.984375,-176.74893188476562,
29,2899,258553.0,-244.5204315185547,
29,2939,,,-143.54833984375
30,2949,93510.953125,-179.69851684570312,
30,2999,155954.90625,-197.49472045898438,
30,3037,,,-158.43966674804688
31,3049,38565.8984375,-178.82774353027344,
31,3099,102735.734375,-195.7557830810547,
31,3135,,,-138.68765258789062
32,3149,121540.015625,-205.96682739257812,
32,3199,188055.390625,-184.56350708007812,
32,3233,,,-122.76319885253906
33,3249,110812.2109375,-181.39398193359375,
33,3299,66289.3515625,-178.5735321044922,
33,3331,,,-124.62406158447266
34,3349,99197.6171875,-172.8172607421875,
34,3399,29993.953125,-151.72183227539062,
34,3429,,,-110.07550048828125
35,3449,59175.77734375,-165.63294982910156,
35,3499,129263.1015625,-180.699462890625,
35,3527,,,-135.0316162109375
36,3549,162113.515625,-181.01031494140625,
36,3599,185473.046875,-184.46217346191406,
36,3625,,,-120.90499114990234
37,3649,101953.0859375,-164.6907958984375,
37,3699,148280.1875,-186.4253692626953,
37,3723,,,-116.97145080566406
38,3749,139032.65625,-156.20448303222656,
38,3799,46190.18359375,-138.0904083251953,
38,3821,,,-104.34870147705078
39,3849,321313.0,-214.78396606445312,
39,3899,19727.19921875,-131.69647216796875,
39,3919,,,-117.24406433105469
40,3949,87488.515625,-137.51597595214844,
40,3999,183244.46875,-178.65977478027344,
40,4017,,,-111.36998748779297
41,4049,74926.9609375,-146.77413940429688,
41,4099,84475.1484375,-137.6504364013672,
41,4115,,,-96.84481048583984
42,4149,139577.671875,-147.59559631347656,
42,4199,119794.203125,-169.99447631835938,
42,4213,,,-110.32832336425781
43,4249,55994.09375,-141.3123016357422,
43,4299,72880.75,-154.5313720703125,
43,4311,,,-128.6382598876953
44,4349,84234.9296875,-141.408447265625,
44,4399,97628.890625,-143.34219360351562,
44,4409,,,-98.06627655029297
45,4449,130530.609375,-154.9976806640625,
45,4499,97138.3046875,-161.3212890625,
45,4507,,,-115.4615478515625
46,4549,68626.828125,-138.83387756347656,
46,4599,21538.61328125,-119.55171203613281,
46,4605,,,-107.63878631591797
47,4649,34992.58203125,-138.39573669433594,
47,4699,181801.96875,-174.7764434814453,
47,4703,,,-98.1102523803711
48,4749,1134.8629150390625,-116.61140441894531,
48,4799,93489.421875,-148.8883056640625,
48,4801,,,-106.64436340332031
49,4849,35714.95703125,-112.96240234375,
49,4899,78666.3359375,-133.30747985839844,
49,4899,,,-93.05603790283203
50,4949,35995.5078125,-120.90049743652344,
50,4997,,,-93.7762451171875
51,4999,278869.71875,-157.46453857421875,
51,5049,36955.42578125,-121.44064331054688,
51,5095,,,-105.48370361328125
52,5099,20721.841796875,-119.2177963256836,
52,5149,287586.6875,-169.67457580566406,
52,5193,,,-104.4289779663086
53,5199,92524.875,-138.92127990722656,
53,5249,28295.537109375,-117.58174133300781,
53,5291,,,-95.516357421875
54,5299,58845.234375,-121.26188659667969,
54,5349,48729.40234375,-109.79159545898438,
54,5389,,,-96.53191375732422
55,5399,15335.3798828125,-100.21630096435547,
55,5449,100745.984375,-128.29815673828125,
55,5487,,,-94.72528076171875
56,5499,170531.28125,-124.23033142089844,
56,5549,148122.78125,-156.9268035888672,
56,5585,,,-92.81348419189453
57,5599,100074.140625,-135.88916015625,
57,5649,35673.89453125,-116.13887023925781,
57,5683,,,-91.82835388183594
58,5699,74984.015625,-122.19463348388672,
58,5749,95091.4609375,-129.584228515625,
58,5781,,,-104.14976501464844
59,5799,106033.4921875,-133.5204620361328,
59,5849,68578.734375,-121.870849609375,
59,5879,,,-94.49825286865234
60,5899,119194.046875,-150.94149780273438,
60,5949,46476.33984375,-118.28543090820312,
60,5977,,,-89.55133056640625
61,5999,52094.859375,-112.20978546142578,
61,6049,35268.57421875,-116.40559387207031,
61,6075,,,-117.40274810791016
62,6099,48898.73046875,-120.62010192871094,
62,6149,63473.44140625,-126.03227233886719,
62,6173,,,-91.84403991699219
63,6199,25228.041015625,-110.45619201660156,
63,6249,19584.173828125,-109.27348327636719,
63,6271,,,-102.37705993652344
64,6299,1046.26025390625,-104.67665100097656,
64,6349,17175.4765625,-98.92512512207031,
64,6369,,,-82.90489959716797
65,6399,30929.798828125,-100.51398468017578,
65,6449,135454.0625,-142.49473571777344,
65,6467,,,-88.3629150390625
66,6499,973.523193359375,-87.2305908203125,
66,6549,22033.40234375,-98.60159301757812,
66,6565,,,-86.38179016113281
67,6599,35453.5078125,-115.96736907958984,
67,6649,26878.66796875,-99.8348159790039,
67,6663,,,-84.20330047607422
68,6699,168432.609375,-126.02628326416016,
68,6749,19024.154296875,-91.95991516113281,
68,6761,,,-78.92455291748047
69,6799,21159.611328125,-96.7659912109375,
69,6849,33940.37109375,-100.30522155761719,
69,6859,,,-83.57793426513672
70,6899,38195.10546875,-108.42868041992188,
70,6949,54231.5234375,-105.93243408203125,
70,6957,,,-74.76429748535156
71,6999,34736.328125,-94.94610595703125,
71,7049,27958.08984375,-99.35281372070312,
71,7055,,,-83.69115447998047
72,7099,88045.3359375,-117.939208984375,
72,7149,18951.5625,-84.30165100097656,
72,7153,,,-75.46049499511719
73,7199,19405.875,-86.734130859375,
73,7249,13930.388671875,-87.32408142089844,
73,7251,,,-77.84829711914062
74,7299,34795.671875,-93.60511779785156,
74,7349,29921.04296875,-89.63050079345703,
74,7349,,,-74.9260025024414
75,7399,7439.171875,-80.18479919433594,
75,7447,,,-67.25096893310547
76,7449,45475.8203125,-84.49656677246094,
76,7499,32820.2109375,-89.50437927246094,
76,7545,,,-66.87264251708984
77,7549,29214.349609375,-87.0387191772461,
77,7599,52722.9609375,-92.42996215820312,
77,7643,,,-71.46357727050781
78,7649,24909.791015625,-89.64495849609375,
78,7699,95697.1875,-103.3072280883789,
78,7741,,,-77.56405639648438
79,7749,94918.28125,-119.5524673461914,
79,7799,42563.71875,-104.32025909423828,
79,7839,,,-73.91378021240234
80,7849,40964.03515625,-96.2367172241211,
80,7899,59965.5859375,-93.04893493652344,
80,7937,,,-76.4031753540039
81,7949,42654.59375,-95.37311553955078,
81,7999,19018.380859375,-95.0714111328125,
81,8035,,,-78.9343032836914
82,8049,6597.376953125,-84.52897644042969,
82,8099,787.8645629882812,-78.03135681152344,
82,8133,,,-83.90188598632812
83,8149,73466.7265625,-117.0628433227539,
83,8199,88168.546875,-112.62010955810547,
83,8231,,,-77.056884765625
84,8249,21499.537109375,-91.44734191894531,
84,8299,129380.2890625,-123.04617309570312,
84,8329,,,-94.90703582763672
85,8349,84855.234375,-107.45732879638672,
85,8399,64022.5625,-117.53764343261719,
85,8427,,,-83.37611389160156
86,8449,35334.1328125,-97.79198455810547,
86,8499,49881.97265625,-105.88388061523438,
86,8525,,,-76.15121459960938
87,8549,7968.64599609375,-79.58802795410156,
87,8599,58108.87109375,-94.66877746582031,
87,8623,,,-72.13158416748047
88,8649,75618.0390625,-99.2035903930664,
88,8699,53891.33203125,-104.91192626953125,
88,8721,,,-73.9277572631836
89,8749,3418.6005859375,-85.94110107421875,
89,8799,17610.177734375,-76.88157653808594,
89,8819,,,-75.99707794189453
90,8849,101284.9921875,-107.89724731445312,
90,8899,10784.669921875,-73.89619445800781,
90,8917,,,-64.65351104736328
91,8949,20974.36328125,-72.59928894042969,
91,8999,39294.75,-79.9088134765625,
91,9015,,,-64.662353515625
92,9049,14261.7705078125,-77.29399108886719,
92,9099,50442.00390625,-88.48099517822266,
92,9113,,,-66.7150650024414
93,9149,741.833251953125,-76.40230560302734,
93,9199,45605.16015625,-97.33120727539062,
93,9211,,,-71.69453430175781
94,9249,32147.6796875,-83.86910247802734,
94,9299,9082.7421875,-75.0084228515625,
94,9309,,,-65.35126495361328
95,9349,740.7684936523438,-70.26670837402344,
95,9399,40405.9140625,-82.35612487792969,
95,9407,,,-67.70940399169922
96,9449,53145.046875,-91.66555786132812,
96,9499,19460.212890625,-82.6676025390625,
96,9505,,,-75.53256225585938
97,9549,89026.7265625,-98.1080551147461,
97,9599,13785.7236328125,-68.9102783203125,
97,9603,,,-61.23283767700195
98,9649,67690.7265625,-94.12890625,
98,9699,26193.359375,-77.66732788085938,
98,9701,,,-59.563201904296875
99,9749,54362.21484375,-94.23538208007812,
99,9799,368227.5,-138.75811767578125,
99,9799,,,-92.85330200195312
